label	text_a
0	i'm dreaming of a white christmas
0	welcome to the you're racist unless you're a liberal moron club .
0	which is why ur not running these systemic machines of white supremacy
2	1 .6 billion peaceful muslims - th 1s that hate n kill each other + th 1s that chant hate infidel
0	" audio : "" assaulting freedom on religious freedom day : hhs litigation snapshot "" "" """
0	your looking pretty white yourself ... you white supremist you . lol
1	speaking out against obama ! #rt #stopislam #makedclisten #crusades #wakeupamerica
0	kenya had larger gdp under british rule than south korea at the time
0	you guys are just cucks man ! now say some things we can use to make it look like you were in on the car thing .
0	weapons cache & bomb-making instructions found at long island home notice the west german flag right in the middle !
0	leave black people alone
1	it needs to go back to that . the 3rd world will always be incompatible with the 1st world . denying this is lunacy .
0	i love being white .
0	if interested in knowing the real issues ; problems ; social sentiments of muslims in india ; pls see our previous surveys done for the week .
0	 : ministries can keep feeding homeless : #standforrfra #rfra
1	those pesky buddhist again!
1	We are on the verge of a civil war in America . Everyone should start preparing before the war begins . The war could begin very soon so everyone needs to be prepared . It's crazy that the left wants to start a war . The left won't win since they aren't very intelligent and most of them are anti-gun . https : //www .bitchute .com/video/e4pfkiW58OM/
0	do they group together initially ? sure . but i think they have integrated quite well . i live in a high somali area too . kids go to 1 /
1	You mean your boyfriend coded it up in a week!
1	no green cards , legal immigration and citizen ship under our rules and laws and retain the right to deport , terrorist
0	america was never white and will never be white
0	free speech is not for everyone : sylvia stolz has been jailed again for questioning the holocaust via
0	you guys are laughing stock the country is mobilized and this pro white movement will be crushed
0	from : number of crimes : white ppl = 68 .9 % black ppl = 28 .3 % white ppl = 62 .6 % of us popnblack ppl = 12 .6 %
1	"  "" : kkklanneed to report illegals contact ice 1-866- dhs - 2 - ice "" "" when my dad makes me mad """
0	why india trade with other countries in $ only . look for more options
0	nothing says white supremacy quite like an edgy race mixing libertarian .
1	so there is a pro-white and anti-white side . i choose pro .
1	" your honor  my tweet went out to the black and white ppl of america . those that consider us  "" infidels "" "" will never be one with america . those ppl are muslims . history has taught us  time & again  that muslims do not integrate . muslims conquer and replace cultures . #muslimban """
0	two-thirds of once-vast sea now stressed by exponentially increasing human activity . #toomanypeople #overpopulation
0	nightclubs struggling to keep open as young german women now too afraid to go out at night
0	jewish developers pal pleads guilty in bloomingburg voter fraud case via
2	what people don't understand is that whiteness and white property are inherently violent and evil  so v
2	it's over : top cuck donald trump strikes deal on daca amnesty  no border wall funding via
0	british tourists attacked by arab men in same cologne square as new years migrant attacks
0	i'm sure a war with nkorea will improve their mood .
1	black leaders advocating genocide of white devils ; dhs official booted for advocating white genocide
0	fillon paid 23y old daughter 3800 / m then 23y old son 4850 / m . so he respected at least 1 key rule of professional life : the gender pay gap .
2	i'm sorry you lost your good workers  let the white crackers do some work to see how bad they are
1	john friend's blog : jews in the obama administration
0	he did not  he did not exist robert . right ?
2	Kill them all . Let Allah sort them out .
1	do you think #americans are going to go pick fruit , or cut lawns , or do condition? think about it
1	mommy , someone knows not taught history and is challenging our societal taboos!
0	- america's fascist sheriffs : keeping america safe from grandmas and math students .
1	racist test for asians . tell them their daughter's seeing a black / white man and see what follows .
1	" no  a group of 20  "" white lives matter "" "" violent bigots found a black man with a white woman and attacked them . """
0	fair is a hate group founded by a racist whose goal was to keep non-white immigrants out of us . trump is a tool who appeals to other tools .
1	he is also a black racist . dont forget that .
0	so i guess it's wrong that a white boy and black boy play on the same playground ? or a legal mexican and white man to work same place
1	remember this : la raza is a part of roman catholic liberation theology aimed at destroying white protestant america .
1	" no ! remember  hate means  "" white hate "" ""  racism means "" "" white racism "" "" & hillary is innocent no matter what . """
0	" rt  "" : : dr . david duke : will the white race survive ? ( video ) "" "" ; """
0	#auspol 84 % of all wanted criminals in copenhagen are non-white via
0	- skill  + iq . would you agree that people tend to unify / self-segregate by iq before race / ethnicity ? debatable .
1	" it's because they are a bunch of  "" w . i . n . o's "" "" ( cucks who are "" "" white in name only "" "" )  who are too afraid to be pro-white ... """
0	next in line  area sales mgr bihar . now all collection of state excise  vat etc will fuel the parallel channels controlled by powers that be
0	 : fair blog : doj joins #aclu in bullying school districts #afire #immigration
1	the ( ( ( fake news media ) ) )
1	no way are you prepared  have you got : - a lame insignia on a shield-kkkhakis - white power polo-poly
1	adopt mandatory e-verify for current and new employees this session of congress! build more detention facilities at the border!
0	patriotic hungarians launch new white nationalist movement #swrm via
0	#nevertrump was a cruz false flag which duped #littlemarco supporters into voting for cruz . now he is stabbing him in the back !
0	in #1965 we attacked india and latet we defended pakistan . this proves that offense is the best defense . #defenceday
0	belief system of national socialism in a nutshell : #news #liberty
0	blonde white women aren't the only type of white women
0	should a baker be forced to bake gay cakes ? the problem is  social media only works if it's universal . as soon as you segregate people into diferent quarters of the internet  you lose an exchange of ideas and it becomes a boringg echo chamber . we make twitter interesting .
0	faith in the white house : proof of lord claim of taking back white house & it's states w / leaders hearts !
0	pope francis gets his talking points from george soros ! $ $ $ for the vatican towing this anti european line !
0	life goal : publicly execute a kkk member
0	suspected white supremacists r using white nationalists websites to get crime pseudo data
1	white pill of epic proportions incoming : we are the unassailable future via
0	patriots outnumber antifa at peaceful nashville may day protest tennessee star via
0	woman gang-raped  threatened with video  bjp leader's son among accused - #rapistgovt
0	any reason why the alt right didn't show up to inject ourselves into the public commentary in cville ? other than the need for armed guards  i guess .
1	coming to america soon . feral muslims and no-go zones .
1	it doesn't work that way  and all of history proves it diversity wipes out the white race and only the white race
1	why not love hate ? the donald loves hate . white nationalists love hate . let's love hate !
0	i'm italian which is considered white in north america .
0	quentin tarantino unveils new anti-white race war slasher movie via #belfast
1	"  "" : jewish harvard professor noel ignatiev wants to abolish the white race via #wr "" "" """
0	download free my new song titled w . k . t . g click here
0	but the left can't be racist sounds racist to me . selective outrage is absolutely outrageous . we should hate all murder ! ! !
0	when you figure out who won wwii  the you will understand why modern america is as it is .
0	15 year old white danish girl blinded by african muslims in hate crime | read more : via
0	goldman bankers are jeb bushs top backers for white house via
0	" this dude called himself  "" the real deal "" "" #trucons """
0	#14words #wakeup
1	in italy we call this type of woman how you say , piggo porko
0	it's not genetic  it's single parenthood . you get rid of single parenthood and the numbers are proportionally similar to whites people .
0	facepalm for liberals : 100 facts for differences between human races | read more : via
1	what 's the difference between a jew and a bullet ? a bullet can escape the chamber
0	" neither god nor asks anyone 2 kill . it is all human who  "" love 2 kill "" "" & "" "" kill 2 love "" "" in other faith  war is a chapter but here war is faith """
0	hitler is most popular ! !
0	enjoying a nice lunch . hope your having a nice weekend fam . #altright
0	pl . ask dd to restore satyam shivam sundaram logo .
0	#walker16 didn't #defundpp ! ? ! ? : / /
1	white people are getting wise to the jews of hollywood and their ways . #movies #tv #dvd
0	great-majority of white women
0	 : uk judge : british soldiers can't hold taliban jihadis for more than four days
0	the claims of native american ancestry seem explicable  but i remain unconvinced about the other theory . the explosion in regular white folks suddenly announcing their skin colour as their defining feature seems to be the same thing . rootlessness and anxiety ( imo ) .
0	- self-government requires self-government . #vvs16
1	listen up kkk . if u want up
1	i have never understood why people thing homosexuality is something to celebrate . it is not . it is aber
0	not only is he not a white supremacist  he's a true friend of the jews - probably the best in the wh .
0	sound like you may be a white supremacists maam ...
1	are you against the preservation of white majorities ? how does the perpetuation of a race negatively impact you ?
0	white christians with guns kill too
1	Why do black people only have nightmares? Because we killed the only one with a dream
0	unimaginable ! ! gas cylinders given to poor for free by pl take note
0	stony brook community college  ny . #projectsiege
1	take down the ((( ))) now .
0	don't think so white is not a race it's a color . caucasian is a subse
0	it is the two hangmen of the white people .
0	the average fortune 500 ceo lives in a $ 14 million home while the average worker is struggling to make payments on their homes . #greed
0	conversion to white advocacy : the social nexus : 
0	obamacare is robbery and extortion of american workers to pay for other people's healthcare ... #scaramucci #abc7ny
2	diversity is codeword for anti white . diversity equals death  jews wish to see you exterminated . what are you doing about it ? join
0	no way . don't get #firedforfaith - keep your bigotry on the inside . don't push that bs on subordinates . #march4marriage
0	we are taking off the kkk
1	freeloading on white taxpayers . rt : the kenyan ( cont )
0	retweeted frc ( ) : if the white house can dictate the bathroom policies of america  what could possibly be ...
0	1st round win for & against hhs mandate #obamacare #abortion #healthcare
0	poor elder ... too stupid to realize  if it were up to trump  you'd never be allowed to live in his apartments . you support a racist  wow .
0	 : india : muslim former google employee detained for trying to join islamic state
0	#home #hearth #heritage #family #community #nation #white imagine a world in which whites cared about white .
0	aap worker posing himself as judge arrested in ghaziabad .
0	political figures involved with the #kkk #opkkk #hoodsoff
0	#alwaystrump because billionaires and millionaires shouldn't be able to buy our elections anymore
1	"  "" no  black conservatives would never cared about race ! "" "" said every white cuckservatives """
0	 : 50 white activists in front of 250 anti-racists in nsm / kkk charlotte rally ! read more : via ...
2	lol ~ english-imposter jew-sanders is commie hypocrite lives in lily-white state of vermont where [ white lives matter ]
1	it's simple folks islam is evil . it has nothing to offer our civilization . my space will remain a 100% islam free zone as long as i live
1	don't tell bernie ; hescandinavian socialism & will shudder islam invasion
1	rape gangs have been here along time oh thats ok then
0	aesthetics aren't everything  sure .
0	we all support you guys keep up the good work
1	#islamophobia khomeini sexually assaulting crying and screaming 4 year old girl  with parental
0	unusually blunt warning from #germany intelligence : #saudiarabia ' destabilising #arab world '
1	There was this great German Hotel that closed down in 1945 . It gave free food and free hairdo's . It was called Aushwitz .
0	more ' holocaust ' cartoons : from our ' forum rvisionniste en franais ' here are some easily understood informat ...
0	antifa would have to pay the termination fees for verizon to even consider it .
0	who's the guy in white ?
0	as awful as #roevwade is  court spelled out a way to stop the horror : legally define #personhood . why not done ?
0	" hollywood did this in 2004 . "" a day without a mexican "" "" """
1	mullets are one of the few things white people created on their own without cultural appropriation
1	like murder good job , you pathetic loser .
0	so what you're saying makes no sense there are literally white people that are members of black lives matter the kkk specifically does not allow black people to join them because they are anti-black so you're really sounding very ignorant sir
0	grammar nazis . very dedicated to humor to make a whole fake account for this one joke
0	idaho family of child raped by muslim migrants treated like criminals by police and media via
1	 : i never had anyone ever hate me because i'm white . ever !
0	#facepalm because south africa is mostly white .
0	death from above ! russian air force smashes #isil forces in #syria
0	weissberg was advocating for white separatism just a few weeks ago . defended white nationalists on &
0	conservatives to white working class : drop dead via
2	ding ding ding . we have a winner  hunter here  and a cuck of the day award to brandon .
1	the world has been turned upside down : kosher republic is purging the #nevertrump cucks : 
0	first off do you really ever think we're going to go back . slavery are you guys will ever have full power again no !
1	set them free after a train ride to the border .
0	you white ?
1	they get free educations grants , while american young adults can not . oh poor illegals they only want to better themselves , get out theives!
0	and me just having a white skin makes me racist  specially here in south africa
1	put them on the boarder . put up a sign say we will not shoot any south bound aliens .
0	2020 won't be a landslide  it'll be more like a tsunami . the dems won't even be relevant ... other than the snowflake votes  they'll have ! !
0	" : nationalsocialism rising in russia  government moving to ban justification of  "" nazism "" "" | more : """
0	not south orange nj ?
0	drape them in what ... white sheets ? ?
0	 . : support for gay marriage has fallen to its lowest level in over a year h / t
0	some people with a voice for men claimed that the cologne rapes didn't happen .
0	because it's a white identitarian group .
2	filthy jews are not white . and jews don't fight they get others too . you'll find yourself in holocaust mark 2
1	" rt : "" i want to do jihad ... it is written in the koran that you are allowed to kill infidels as you would kill a dog . "" "" """
0	also that's proportional so think about it more people more crime more white people or white people crimes
0	straight talk for white men
0	 . some additional info on al-ilah  the pagan moon god of #islam
0	god bless you for the job you do  i think we must start at root of problem ; ( what is being taught to young muslim men / boys )
0	they're not white nationalists . they're democrats .
1	 : swedish patriots burn down more facilities for non-white invaders
0	latvian lawmakers to march in celebration of the waffen-ss | read more : via
0	they are so very desperate ... they are twitchin .. just wait until april 28th or better yet june when the #scotus rules
0	in memoriam panzerdivison waffen-ss totenkopf t-shirt from the white resister : 
0	it looks to me like southern nationalism is white nationalism .
0	bho's legal lectures at columbia were primarily based on critical race theory  a racist  brain tumor of a doctrine that instantly turns black people white for political expediency . a black policeman becomes white for doing his job .
0	in socialist legal theory  it does . these people want to c
0	you reallly do go to low places don't you ? how ignorant of you .
2	we are surrounded by self hating liberal white fucktards ... everywhere i look . 50 years ago this place was white ... shame
0	is there a white chamber of congress ?
0	" rt the plan all along in charlottesville was to allow antifa to incite violence and use that as an excuse to declare an  "" unlawful assembly "" "" """
0	probably why the media has been pushing him as leader of the alt-right .
0	 . : say what ? planned parenthood calls itself a safe haven for newborns
2	jew run google soliciting donations to support non-white invasion of europe va
0	breaking : new morningconsult pollnational trump 49 % cruz 28 % kasich 10 %
1	deport all muslims
0	and with christians persecuting muslims ... the persecution is mutual  rather than taking sides you should be opposing both .
0	ironic that the banner is a quote from pope john paul ii who also of our countr
0	i'm not a racist but this the very first time i've heard of such  a white person being deported .
1	" i know  when they leave it  they call them  "" brainwashed "" ""  when white conservatives prove leftist black folk wrong  they're called racist . """
0	" but aj + said they were  "" mostly non-violent "" "" ... """
0	thesis neither jew nor gentile  black or white in the collective body .
0	i love that me being white triggers people !
0	 : white house won't say if frc shooting was a hate crime
0	no that's called white on white crime  nothing more  stop playing the political card
0	about to attempt 405 for first time since hurting my back a year ago  wish me luck if y'all don't hear from me again antifa got me
1	illegal aliens who kill citizens need to be deported . to say its racist is like me saying mafia rico laws are racist
0	cruz was a major champion of the #tpp . he flip-flopped to adopt trump's position .
0	he was only arrested at all by the racist white cops because he was mexican . had it been a white man  he would not even be given a ticket . white privilege
0	" rt nazi-era german word  "" luegenpresse "" "" makes a comeback """
0	" in what way is this  "" white supremacy "" "" ? """
1	that's the religion of peace . yeah , right .
0	crane didi will be next cm of india's capital ..
0	i don't care much for you germaphobia . but whatever man is not time for inner conflicts among european ethnicities in this continent .
0	i lived in memphis  temporarily  for 26 years ! the democrat politics were like new orleans . as soon a
0	pretty sure western liberals know more about islam than those that live in mid east .
0	can't wait for a dem president to strip kkk  white nationalists  and other white terror organizations of their citzenship
1	buh bye deplorable , no time for rancids .
0	hillary wants open borders ! when america becomes over populated  we will see shanty towns across our beautiful country
0	spencer - you are enslaved by your own hate .
0	do conservatives control . the climate ? : american politically correct politics sure makes for strange bedfell ...
0	rich lowry : trump is a populist  not a conservative via #cuckservative #taxcuts #belabor #plutocracy
0	mitch mccuck and failed presidential candidate john kasich unite to support antifa via
1	slaves to rich leftists 2014 : the liberal left is always bashing white southerners and all white people for su ...
1	islam has special privileges in the uk : muslims have been bullying britain and the leftists are their helpers
0	what she describes is almost identical to what i saw . #charlottesville #unitetheright
0	be dealt with less crudely  cause people don't know what about it & it's a full
1	yea!!! because everyone , good and bad , wants to get in free and illegal!!!!
0	" i agree completely . i can't stand it when people promote tolerance . such low expectations . it's only slightly above  "" hating people . "" "" i prefer love . st . paul reminds us that it is the greatest of all gifts . """
0	#loveyourrace : the future of our people  not abstract propositions  is what really matters in this world : 
0	so delbritaley driving car into crowd of people  are responsible for the terrorists actions ?
0	i'm disappointed that michael flynn resigned . it is a huge mistake to feed the beast . who cares what these people think ?
0	2 / since christians can only have allegiance to one master ( christ )  it is incompatible to honor national or racial segregation over christ's borderless kingdom . the requirement of christ's kingdom  supersedes any nationalist border .
0	 : why don't you educate yourself on what islam really teaches . and get a clue
0	got a racist over her
0	mexicos supreme court rejects legalizing #abortion nationwide : #prolife
0	but the photo is accurate . most of the addicts are white kids from the burbs
0	hitler decided what white nationalism was . anyone who supports white nationalism is the enemy of humankind and deserves to be eliminated from the face of the earth !
0	mum thankful for baby girl after abortion attempt failed | news | the christian institute
1	take her money , fine her , and deport her dependents too .
1	disgusting hypocrisy . this vile  anti-lgbtq organization secretly raised  knew of homosexual assault  covered up and did nothing .
1	ice should surround them , herd them onto buses , take them to the mexican border & unload them there . tell the mexican govt to deal with them .
2	hard-left jew-hater and jihad enabler .
0	charlottesville police acted very professional to my face . you can't fully trust them .
0	" #cair believes in #sharia so they don't get a say on what's  "" constitutional "" "" #poundsand """
0	" spencer is very clear on his not  "" white nationalist "" "" he ' """
1	while the non-white man is free to express his own national and racial identity .
1	i already told u  overpopulation threatens beautiful & intelligent white race they must be preserved
2	black rasists don't exsist ! white = rasist . black = plague .
0	 : i replied to one of potus's tweets that he needs to condemn antifa . if he lashes out at the alt right  the
0	as thousands more migrants reach germany  pope francis calls for european sanctuary : 
0	 : jared taylor on the white man's disease : pathological altruism . #race #tpot #tcot absolutely !
0	safe and secure ? maybe we should rebuild dams and water management systems they protect where we live first . #nowall #stopfundinghatred
0	"  "" white supremacy "" "" is not the same as "" "" anti white "" "" . #ohlookmorenutjobs """
2	" they say  "" bernie is a perverted old jew . "" "" then call me racist for not voting for a wh lady . """
0	it's in the picture . 1488 banner directly behind los . i was there too . you fai
0	german government admits it cannot account for 600000 of its 1 .1 million muslim refugees : its not just germ ...
1	via white privilege conference says resisting jihad terror is racist  bashes robert ... #catholic
0	" show me that quote where jesus said the love between lgbt couples was  "" low morals "" "" """
0	" rt this is all old news but i like the use of words  "" the former british colony now uses us dollars . "" "" """
1	optics cucks eternally btfo ! #whitelivesmatter did more to advance our narrative than any rally thus far . congratul
0	yet claims to represent the white american people and the betterment of said people ... i beg to differ .
1	so ? welcome to the real world . this is what today's immigrants want to do to whites
0	#plannedparenthood profited from enforcing abortion quotas to increase profits . #itsprettyugly #exposepp
1	 . jeb cares about mestizos ( like his wife and kids )  he seems to loath white people .
2	" yes   "" exterminate the jews "" "" like this white kid in kansas """
1	just need to stop all visas coming to us for a few months and clean the system until all illegals are out and then minimize the allowed
0	orim u make zero sense u sure you are a jew & not muslim practicing taqiyya ?
0	hero of the white race : arthur jensen  passes away . #news #race #aryan #psychology
1	fair immigration is a branded hate group run by a racist with white supremacist members . supported by company big into eugenics .
0	idiots making the white people look bad ! white powder ! lol
1	yes white people in general are the new jews for the new kkk / antifa .
0	 : #myjihad in tanzania : muslim cleric tells converts to bury their christian parents as if they were dead dogs . ...
0	" rt  "" this flat is for blacks only "" "" : shocking racist campaign to force white mum out of home | more : """
0	lawmakers demand admin deploy national guard #afire #tcot #teaparty national security
1	good job guys we need more white brothers and sisters to stand up for what is right for white america
0	shut up  i don't listen to people who gas anyone who isn't white  catholic and stupid .
0	in stunning black and white technicolor ! =d
1	they know how many overstayed , but what have they done about them?
0	are all white nationalists like ? #whitepower #whitestrength #hammerskins #photoshop #limpbizkit #sadboy #notscary #gotothegym
1	don't they realize we can nuke them off the face of the earth?#arrogantfornoreason
1	is it not great for blacks in america they get to terrorize america be racist & low iq do what ever the
0	fair is a racist  white supremist group .can ' t hide it boy
0	" rt >  "" america is becoming non-white and that's a good thing "" "" > media : "" "" great ! "" "" > white people : "" "" we have a right to exist "" "" > media : "" "" are you racist "" "" """
1	cuckservatives : yes  the alt-right are just a bunch ofracists
0	the racist #sjws love  love  love people of every color ... as long as they can safely live segregated from everyone who isn't white .
0	" rt collaboration on manufacturing  renewable energy  health  counterterrorism and  "" clean india "" "" sanitation campaign """
0	you come off as being happy that white people are getting scammed .
0	love how they even used our op hash tag #opkkk good job !
1	more poor uneducated to house clothe educate and feed! america is going bankrupt feeding the world!
1	already destroyed 2/3 of christendom & people still don't get it . & jews tell us
1	i hope that obnoxious chinese guy isn't part white .
1	time to come out of the shadows and leave this country . it's not fair to people who come here legally .
1	the heroic drama : dr . goebbels calls volkssturm for national defense ( video ) via
0	" this is a racist ad by / this organization hiding behind  "" fair "" "" 2 breed hate / racism . #standup against these nefarious orgs . """
0	high court won't rule on 10 commandments monument #legal #government #newmexico
0	lewis the racist
0	golden dawn first with 555 % on the athens municipality | read more : via
0	as a white man  i cant speak to if the facts presented here are true  but his conclusions are true for all of us .
1	here to stay , until ice catches up with them . if you know the location of illegals , call ice .
0	calling people that when they hide behind a hood to protect their identity is ironic .
1	#wakeup they are going to blame you  white people  every time
0	right . something tells me you have met one black person ever . cos less than 1 % of black make youth are gang affiliated .
0	feeling is one thing  this shooter inspired by wh & blm was shooting white people because they were white . bad
0	" to invoke voltaire   "" we may disapprove of what says  but let's defend to the death their right to say it ! "" "" #altright """
0	and antithetical to the tenants of white nationalism . ( 2 )
0	like i said ... your timeline is filled with white supremacists who promote race realism ... so miss me with your foolish talk
1	no amnesty . deport
0	i don't want any murders illegal or citizen . but there seems to be a disproportionate amount of focus on people that are not the real danger
0	us chamber of commerce pres : pass amnesty now before it gets tougher #jobsnotamnesty
1	you say your surprend . your are nothing . blacks will over take you guys and take over america . all talk no action .
2	oxymoron rt signed white ppl just fart trailer trash
0	shouldn't chaplains speak 4 faith ? please act on this request from lt . gen . william g . jerry #boykin ( ret . ) : 
0	jeb ! is nervous #gopdebate
1	stay white friend . stay white . hopefully your uncle ruckus will come for the holidays !
0	hun  i grew up in 90 % white america . whites did all the agricultural jobs until hispanics came in the 80s .
0	jared taylor on the white man's disease : pathological altruism . #race #tpot #tcot
1	they can exist but not on our stolen land and not on our kids dead bodies
0	yes and she was called a racist ! gop conservatives need to stop fear being called racist ~ democrats r racists
0	we have institution racism on our side . the police . the schools . the media . the gover
0	" : "" ... the reality that babies feel pain during an abortion as early as 20 weeks into a pregnancy "" "" ; """
0	alt right / nationalists are ok with muslims ? surprising
0	india has a special place in my heart . i am eagerly waiting for your arrival in kyoto this weekend .
0	the high risk pakistan visit of shri is not to the liking of nationalist citizens  pm's security is most important
0	if they lose the case  i think #prolife people should make donations to help with the fines . i sure would .
0	video : muslim nhl player threatens to slit the throat of opposing player
0	ted cruz ate an epic booger on national tv . you can't make this stuff up ! we can't have a booger eater in the wh !
0	so it looks like more white people were killed by cops than black people .
1	i wish this idiot would get a life , obama , a thing that resembles a brain , is an empty scull
0	biharis were scared of my  ishrat abbu who became cm on rss votewant 2 allow lalu the privilege of rape &
1	no repentance for f-ing j * * * tweet ! finally ended gops endless paeans to israel . coulter gets results ! ! !
0	thus these 3 were american citizens not refugees
0	 : #jcot #tcot #jihad spencer : obama throws israel to the dogs via
1	" rt  "" white privilege "" "" is when the gun jams of the gang banger trying to kill you . #fergusonoctober """
0	"  "" : we need a worldview  not a universal outlook #tcot #nrx #altright "" "" fyi """
0	hunter wallace  thank you for being the only one of the leadership who hasn't cucked on this issue . if
0	#javanka & #globalistgary replaced & as the white house strategic advisors .
0	celebrated president trump at with a real #wonderwoman brigitte gabriel founder ! #marchagainstsharia #womenfortrump
1	and there was an underlying white identity resurgence to trump's campaign . it's why the jews freaked so much .
0	more south indian names tumble out of panama papers closet
0	" oh noes ! tariffs - what a  "" chilling "" "" word ! it completely goes against what "" "" true conservatism "" "" is all about ! """
1	the whole country is falling apart because of the wack jobs in gov , all of them should be removed , anyone that is going against the will of the citzens of this country
0	gvt is an asskicker for sure
1	they do and you can check them the white on white crime is less than half the total % of black on black
0	because white people are a majority . that's it . and marxism relies heavily o
0	mr taylor is there a european renaissance group affiliated to and if not can we create one ?
0	jewish harvard professor noel ignatiev wants to abolish the white race ! read more : via
0	" rt  "" : how three million germans mass murdered after destruction of the reich ; via "" "" """
0	hmm ... kill kuffar - jannah kill muslim - jannah jannah for all who kill & the killed
0	are you white or non white ?
1	you're a bit more mellow than i am this morning  tommy . all muslims must be considered potential terrorists
0	when are you and your following gonna get to the white nights and cool aid  jonestown style ?
2	i learned all i needed to on 9/11 / 2001 . islam wants to rule the world .
1	they must be forced to stay in africa and the me . africa is 20 .4% of earth's land mass , europe is 6 .7% . it's not our fault they can't develop it . europe shared and built european style civilizations all over africa , they ran us out and destroyed the cities , now they want ours .
0	#3percent #ccot including ms klan #uniteblue #blacklivesmatter
0	you keep saying that but the standard of measure you use is a white racist one . tkcal
1	jew alan dershowitz claims jews are entitled to control the media daily stormer
0	one is probably more than enough to take on antifa .
0	" zach d roberts  antifa  "" journalist "" "" is also on that side . be on the lookout . """
0	the difference between white people and black people
0	 : actually if you stand up to antifa you get legislation condemning you in the halls of gop congress and signed by
0	alex jones cries six million tears as he is unable to contain anger towards jews  blacks and muslims on his websites
1	define immigrant . legal or illegal ? people tend blur the distinction  but the difference is black and white ! ( not being racist here )
0	the foot like this . your holding back white nationalism .
1	is currently leading the race for top #cuckservative on twitter
1	#ukraine #ukrainian thanks brothers . white pride worldwide . #wpww #14words .
0	whataboutisms don't change the fact that is a racist
1	blacks  13 % of us population  commit 59 % of murders . #baltimore #ferguson #freddiegray #baltimoreuprising
1	Are you really going to let a GIRL beat you?
0	" it's funny how sws are fine w there being white suprmacy if they can put in on the  "" liberal white suprmscists "" "" """
0	please do  sir . the anti-white sa govt has many a racial policy against white folks here . anti-white sentiment is encouraged
0	 . hindus should teach their kids ramayana  mahabharat etc even if schools don't .
0	" #opkkk #anonymous have you brothers and sisters seen this clowns tl ? perhaps someone should  "" help "" "" his account * cough * """
1	because your fans are mostly white . cohenservatives hate white people .
1	my post on why gay people need to concede marriage = = >
0	islam dose not command muslims to kill that is like say christianity make white people kkk or white supremacist . shake your head .
0	last time a german man was this nervous in a bunker  he shot himself #langer
0	ethnic dutch a minority in big cities  so how do they integrate ? via
0	info black on white crime in the us .
1	happen in america ... unless a majority of white people are muslims we dont have anything to fear
0	#fergusonoctober protesters target quiktrip in south st . louis - hurl rocks at police via
0	using american as a code word for white makes you pretty racist man . sorry .
0	preaching one's religion is not radicalisation ! ! !
1	people are now aware that islam is not a race so it is not racist to hate muslims . muslims are people that join an evil cult .
0	 . is she a christian ? or jew ?
0	people celebrating their white heritage are automatically nazis loool
0	those poor white kids .
1	just my opinion but britain needs to take a page from n .ireland and bomb all the mosques .
2	not all immigrants look like this ignorant white trash .
2	white power . the world of white is dead in 4 yrs
0	zimbabwe set to give white farmers 90 days to vacate their farms | more : via
1	they are not just my heroes  but of the white race . later generations will sing of their poster-affixing  sticker-sticking deeds !
1	What do you call a black man that has eight arms? I don't know , but it picks cotton really fast!
0	kejriwal campaigned as anti-corruption crusader  ended up embracing lalu  the political don of corruption  now going down with him .
0	what do you have against white males ?
1	send them all back to were they came from . illegally hear and have baby throw them out to . come in the right way
0	islam / liberalism is dividing white people against each other . white people hate white people more than anyone . divide and conquer .
0	the latest the conservative american herald ! thanks to #tcot #billwarnerphd
1	behind mongrelization of white
0	#faves #lbnews #tcot teamronmiller : i'm for life ! join me and in support of life . create a #prolife profile ...
0	 . fine for #hobbylobby to believe life begins before birth  if a store can believe . it can't be forced to have an abortion .
1	" supremacy requires diversity . white  "" supremacists "" "" are really separatists . wantnothing to do wnon-whites """
0	" : "" christians are the world's most persecuted religious group . "" "" - what a load of bs #vvs14 #religiousintolerence """
0	in which  virendra kapoor says congress ' ' jealousy ' ' of modi is showing . what better proof of that than anand sharma
1	we are back to support you and you alone will win preserve our beautiful white race including hillary types
1	jews and white nationalism go together like fire & diarrhea . #tcot #cuckservative
0	good luck with that . a new york billionaire who hates people like you is just what you need .
0	is a designated hate group notorious for attacking non-white immigrants & cath . church #feet2fire16
0	whats it like living in your fantasy land ? you want to see what real privilege looks like ? here . here is your white privilege
0	breitbart employees threaten walk-out over milo
1	why were all of the inner - city schools changed into conservatories for the arts ? people realized that the only way a negro could be successful is by playing jazz , singing , dancing , or playing sports so they decided not to waste money by teaching them things that would n’t prepare them for the real world .
1	 : the extermination of the white race : the facts about britain and non-white immigration
0	protester taunts cops after two police officers shot in ferguson | american renaissance
0	 : this is what obama is hiring people to do with embezzled money
1	just learned that most white people wishes people like him would die .
1	what 's black and screams ? stevie wonder answering the iron .
0	so the white nationalists are freakingthefuckout over my anti video ...
1	just looking at them one can see antifa recruits from the bottom of the barrel .they will be easy to dispose of later .
2	" rt -  "" i hate you all "" "" - racist note from the black boy who raped his white teacher & slit her throat """
0	50 dead  53 injured in gay jihad shooting in orlando  white house scrubs motive : the white house fails to men ...
1	i'm sure we can't preserve civilization with your babies . other people's  maybe . #racistscum #bigotry #whitesupremacists
0	idiotic statement . iam a muslim & iam against taliban bcoz cia made them .
0	aam aadmi is not copyright of aap party . don't underestimate the power of aam aadmi . if it can push u up . it can bring u down faster #aap
0	we do not need this stupid wall anymore than we need the idiot squatting in our white house .
0	gop is far more racist
